|	|__name_enus	|__quality	|__icon	|__screenshot	|__jsonequip__arcsplpwr	|__jsonequip__arcres	|__jsonequip__armor	|__jsonequip__def	|__jsonequip__buyprice	|__jsonequip__atkpwr	|__jsonequip__agi	|__jsonequip__classes	|__jsonequip__cooldown	|__jsonequip__avgbuyout	|__jsonequip__displayid	|__jsonequip__dmgmax1	|__jsonequip__dmgmin1	|__jsonequip__dmgrange	|__jsonequip__dmgtype1	|__jsonequip__dps	|__jsonequip__dura	|__jsonequip__feratkpwr	|__jsonequip__healthrgn	|__jsonequip__firsplpwr	|__jsonequip__itemset	|__jsonequip__firres	|__jsonequip__frores	|__jsonequip__holsplpwr	|__jsonequip__frosplpwr	|__jsonequip__int	|__jsonequip__manargn	|__jsonequip__maxcount	|__jsonequip__mlecritstrkpct	|__jsonequip__mledmgmax	|__jsonequip__mledmgmin	|__jsonequip__mledps	|__jsonequip__mlehitpct	|__jsonequip__mlespeed	|__jsonequip__natsplpwr	|__jsonequip__races	|__jsonequip__reqskill	|__jsonequip__reqskillrank	|__jsonequip__parrypct	|__jsonequip__natres	|__jsonequip__reqfaction	|__jsonequip__reqlevel	|__jsonequip__rgdatkpwr	|__jsonequip__reqrep	|__jsonequip__rgdcritstrkpct	|__jsonequip__rgddmgmax	|__jsonequip__rgddmgmin	|__jsonequip__rgddps	|__jsonequip__rgdspeed	|__jsonequip__rgdhitpct	|__jsonequip__sellprice	|__jsonequip__shasplpwr	|__jsonequip__shares	|__jsonequip__sheathtype	|__jsonequip__slotbak	|__jsonequip__speed	|__jsonequip__splpen	|__jsonequip__splcritstrkpct	|__jsonequip__splhitpct	|__jsonequip__str	|__jsonequip__spi	|__jsonequip__splheal	|__jsonequip__sta	|__jsonequip__splpwr	|__attainable	|__flags2
17002	Ichor Spitter	2	inv_weapon_halberd_05	83147											28834	114	61	1	0	36.46	75													114	61	36.46		2.4																	44825			3	13	2.4									0	8192
15236	Moon Cleaver	2	inv_axe_16	69797											28566	89	47	1	0	30.91	75													89	47	30.91		2.2								47									27485			3	13	2.2									0	8192
885	Black Metal Axe	2	inv_axe_14	69541										2500	14036	34	18	1	0	12.38	65													34	18	12.38		2.1								19									2300			3	21	2.1				2			2		0	8192
768	Lumberjack Axe	1	inv_axe_01	84145										100	5012	13	7	1	0	3.85	35													13	7	3.85		2.6								4									113			3	21	2.6									0	8192
15235	Crescent Edge	2	inv_axe_16	64739										20585	28341	78	42	1	0	28.57	75													78	42	28.57		2.1								43									21090			3	13	2.1									0	8192
826	Brutish Riverpaw Axe	2	inv_axe_01	59730										700	19271	29	15	1	0	7.86	50													29	15	7.86		2.8								10									732			3	21	2.8				1					0	8192
3785	Keen Axe	0	inv_axe_23	59655										22	8480	35	19	1	0	12.27	75													35	19	12.27		2.2								33									3650			3	21	2.2									0	8192
3154	Thelsamar Axe	2	inv_axe_11	0							2				18340	25	13	1	0	9.05	55													25	13	9.05		2.1																	1094			3	21	2.1									0	8192
2265	Stonesplinter Axe	2	inv_axe_19	59638										498	19297	20	10	1	0	6.82	45													20	10	6.82		2.2								8									477			3	21	2.2				1					0	8192
1827	Meat Cleaver	0	inv_axe_23	463358											8482	26	14	1	0	8.33	70													26	14	8.33		2.4								22									1282			3	21	2.4									0	8192
1459	Shadowhide Scalper	2	inv_throwingaxe_03	69183										999	19136	47	25	1	0	12.41	65													47	25	12.41		2.9								19									2380			3	21	2.9				3					0	8192
5344	Pointed Axe	2	inv_throwingaxe_01	83151							1				8485	18	9	1	0	7.11	45													18	9	7.11		1.9																	562			3	21	1.9									0	8192
7115	Heirloom Axe	2	inv_axe_17	83453								1			19204	28	14	1	0	7.78	50													28	14	7.78		2.7																	683			3	21	2.7							1		0	8192
12773	Ornate Thorium Handaxe	2	inv_axe_12	83150											23234	81	43	1	0	32.63	75													81	43	32.63		1.9								50									33079			3	21	1.9				10					0	8192
2281	Rodentia Flint Axe	2	inv_axe_19	68973										425	19297	16	8	1	0	6	40													16	8	6		2								6									300			3	21	2					1				0	8192
778	Kobold Excavation Pick	1	inv_pick_02	83134											6259	9	4	1	0	2.71	30													9	4	2.71		2.4								2									55			1	21	2.4									0	8192
4826	Marauder Axe	2	inv_axe_23	68051					15436						19224	35	18	1	0	13.25	70													35	18	13.25		2								21									3087			3	21	2							4		0	8192
927	Double Axe	1	inv_axe_21	462998					6953						22106	36	19	1	0	11	65													36	19	11		2.5								19									1390			3	13	2.5									0	8192
5459	Defender Axe	2	inv_axe_01	59540			10								7965	21	11	1	0	6.96	45													21	11	6.96		2.3																	472			3	21	2.3									0	8192
2260	Frostmane Hand Axe	1	inv_axe_17	68597										100	8470	10	5	1	0	3.75	35													10	5	3.75		2								4									106			3	21	2									0	8192
3293	Deadman Cleaver	1	inv_axe_23	83132											19281	4	1	1	0	1.14	20													4	1	1.14		2.2								1									11			3	21	2.2									0	8192
2522	Crescent Axe	1	inv_throwingaxe_01	462966					22548						8485	58	31	1	0	17.12	75													58	31	17.12		2.6								30									4509			3	21	2.6									0	8192
4923	Primitive Hatchet	1	inv_throwingaxe_01	133344											8498	6	3	1	0	2.05	30													6	3	2.05		2.2																	25			3	21	2.2									0	8192
12779	Rune Edge	2	inv_axe_17	0							5				23243	102	54	1	0	33.91	75													102	54	33.91		2.3								52									35338			3	21	2.3				5			5		0	8192
5255	Quilboar Tomahawk	2	inv_throwingaxe_03	0							1				8472	26	13	1	0	7.8	50													26	13	7.8		2.5								10									685			3	21	2.5									0	8192
2134	Hand Axe	1	inv_axe_19	462979					82						22101	4	2	1	0	1.5	25													4	2	1.5		2								1									16			3	13	2									0	8192
13818	Jagged Axe	0	inv_throwingaxe_03	57331											8478	50	26	1	0	20	75													50	26	20		1.9								51									13431			3	21	1.9									0	8192
853	Hatchet	1	inv_axe_11	807016					2409						22102	24	12	1	0	7.2	50													24	12	7.2		2.5								11									481			3	13	2.5									0	8192
3071	Striking Hatchet	1	inv_axe_11	80374											19209	12	6	1	0	5.29	40													12	6	5.29		1.7																	231			3	21	1.7									0	8192
2066	Skull Hatchet	1	inv_axe_11	68449											19203	9	4	1	0	3.25	35													9	4	3.25		2								3									81			3	21	2									0	8192
1816	Unbalanced Axe	0	inv_throwingaxe_03	455973										300	8495	18	9	1	0	5.63	55													18	9	5.63		2.4								14									486			3	21	2.4									0	8192
18347	Well Balanced Axe	2	inv_axe_11	83190							11				30699	90	48	1	0	36.32	75													90	48	36.32		1.9								56									43067			3	13	1.9									0	8192
1416	Rusty Hatchet	0	inv_throwingaxe_03	217845										8	8495	8	4	1	0	2.86	35													8	4	2.86		2.1								4									72			3	21	2.1									0	8192
37	Worn Axe	1	inv_axe_11	432169											14029	3	1	1	0	1	20													3	1	1		2								1									7			3	21	2									0	8192
15238	Warlord's Axe	2	inv_axe_16	66474											28459	104	55	1	0	34.57	75													104	55	34.57		2.3								53									36496			3	13	2.3									0	8192
3443	Ceremonial Tomahawk	1	inv_throwingaxe_03	83131											8495	10	5	1	0	4.41	40													10	5	4.41		1.7																	138			3	21	1.7									0	8192
4019	Heavy Flint Axe	0	inv_throwingaxe_03	219206											8478	52	27	1	0	17.17	75													52	27	17.17		2.3								43									8336			3	21	2.3									0	8192
1516	Worn Hatchet	0	inv_throwingaxe_01	54109										220	8498	12	6	1	0	4.29	45													12	6	4.29		2.1								9									237			3	21	2.1									0	8192
2047	Anvilmar Hand Axe	1	inv_throwingaxe_01	193634											8473	5	2	1	0	1.75	30													5	2	1.75		2																	25			3	21	2									0	8192
1383	Stone Tomahawk	1	inv_throwingaxe_03	41517											8495	6	3	1	0	2.14	30													6	3	2.14		2.1																	25			3	21	2.1									0	8192
2054	Trogg Hand Axe	1	inv_axe_19	83133											19299	4	2	1	0	1.5	25													4	2	1.5		2								1									16			3	21	2									0	8192
1011	Sharp Axe	1	inv_axe_04	347129											19273	11	6	1	0	3.27	35													11	6	3.27		2.6																	80			3	21	2.6									0	8192
2498	Small Tomahawk	1	inv_axe_19	0											19299	8	4	1	0	3.33	35													8	4	3.33		1.8								3									81			3	13	1.8									0	8192
4965	Bloodhoof Hand Axe	1	inv_axe_11	0											8490	16	8	1	0	4.44	40													16	8	4.44		2.7																	149			3	21	2.7									0	8192
2482	Inferior Tomahawk	1	inv_throwingaxe_03	0											8488	3	1	1	0	0.95	20													3	1	0.95		2.1								1									11			3	13	2.1									0	8192
18713	"Rhok'delar, Longbow of the Ancient Keepers"	4	inv_weapon_bow_01	456343								4			31338	166	89	1	2	43.97	90											1	1													60	17		1	166	89	43.97	2.9						15	2.9									0	8192
2825	Bow of Searing Arrows	4	inv_weapon_bow_09	16889											20552	88	47	1	2	25	90																									37				88	47	25	2.7		14722				15	2.7									0	8192
6469	Venomstrike	3	inv_weapon_bow_10	69020											20652	30	16	1	2	9.58	65																									19				30	16	9.58	2.4		2240				15	2.4									0	8192
2824	Hurricane	4	inv_weapon_bow_12	86500											20554	63	34	1	2	30.31	90																									48				63	34	30.31	1.6		32032				15	1.6									0	8192
17753	Verdant Keeper's Aim	3	inv_weapon_bow_03	71858											29932	100	53	1	2	27.32	75																													100	53	27.32	2.8		26046				15	2.8									0	8192
17069	Striker's Mark	4	inv_weapon_bow_08	399485						22					30927	129	69	1	2	39.6	90																1									60				129	69	39.6	2.5	1	75746				15	2.5									0	8192
17686	Master Hunter's Bow	2	inv_weapon_bow_11	80653											20555	61	32	1	2	19.38	65																													61	32	19.38	2.4		9937				15	2.4									0	8192
3021	Ranger Bow	3	inv_weapon_bow_11	81957							1			19999	20673	45	23	1	2	12.59	65																									20				45	23	12.59	2.7		2421				15	2.7									0	8192
6696	Nightstalker Bow	3	inv_weapon_bow_12	35929							3				20650	36	19	1	2	16.18	75																									27				36	19	16.18	1.7		5086				15	1.7									0	8192
16996	Gorewood Bow	3	inv_weapon_bow_04	3498							3				28827	104	55	1	2	31.8	75																													104	55	31.8	2.5		41451				15	2.5				2			9		0	8192
18680	Ancient Bone Bow	3	inv_weapon_bow_08	89414							11				30926	114	61	1	2	31.25	75																									56				114	61	31.25	2.8		37894				15	2.8									0	8192
13020	Skystriker Bow	3	inv_weapon_bow_11	69714										48653	25602	57	30	1	2	20.71	75																									34				57	30	20.71	2.1		8985				15	2.1									0	8192
3493	Raptor's End	2	inv_weapon_bow_03	21516											20664	46	24	1	2	12.07	65																													46	24	12.07	2.9		3426				15	2.9									0	8192
13019	Harpyclaw Short Bow	3	inv_weapon_bow_11	645542										15000	28772	38	20	1	2	16.11	75																									27				38	20	16.11	1.8		4765				15	1.8									0	8192
10567	Quillshooter	3	inv_weapon_bow_01	63590											20649	58	31	1	2	15.89	75																									33				58	31	15.89	2.8		8725				15	2.8									0	8192
6739	Cliffrunner's Aim	2	inv_weapon_bow_08	81837											20666	36	19	1	2	11.96	65																													36	19	11.96	2.3		2991				15	2.3									0	8192
11307	Massive Longbow	2	inv_weapon_bow_01	68077					67952						21112	80	43	1	2	21.96	65																									42				80	43	21.96	2.8		13590				15	2.8									0	8192
11308	Sylvan Shortbow	2	inv_weapon_bow_07	68085					78828						21113	59	32	1	2	22.75	65																									44				59	32	22.75	2		15765				15	2									0	8192
20437	Outrider's Bow	3	inv_weapon_bow_06	61984											32079	37	19	1	2	11.67	65																									18				37	19	11.67	2.4		1825				15	2.4									0	8192
13022	Gryphonwing Long Bow	3	inv_weapon_bow_11	5588							8				28766	100	53	1	2	28.33	75																									50				100	53	28.33	2.7		27990				15	2.7							4		0	8192
18323	Satyr's Bow	3	inv_weapon_bow_03	500327							3				30683	93	50	1	2	29.79	75																1									53				93	50	29.79	2.4	1	32988				15	2.4									0	8192
19114	Highland Bow	2	inv_weapon_bow_08	59927							5				31622	77	41	1	2	23.6	65																													77	41	23.6	2.5		17887				15	2.5							4		0	8192
3078	Naga Heartpiercer	2	inv_weapon_bow_04	299694											20669	25	13	1	2	10.56	60																									21				25	13	10.56	1.8		2314				15	1.8									0	8192
9426	Monolithic Bow	3	inv_weapon_bow_01	408397							3				20556	77	41	1	2	21.85	75																									36				77	41	21.85	2.7		10275				15	2.7				6					0	8192
8183	Precision Bow	2	inv_weapon_bow_04	463362										4200	18355	37	20	1	2	10.96	60																									22				37	20	10.96	2.6		2426				15	2.6									0	8192
12653	Riphook	3	inv_weapon_bow_08	500328						22					28813	87	46	1	2	30.23	75																									54				87	46	30.23	2.2		36318				15	2.2									0	8192
19565	Outrunner's Bow	3	inv_weapon_bow_02	0											32081	52	28	1	2	16.67	75																									28				52	28	16.67	2.4		5132				15	2.4									0	8192
13021	Needle Threader	3	inv_weapon_bow_08	183473											28801	64	34	1	2	24.5	75																									42				64	34	24.5	2		16694				15	2					4		6		0	8192
20438	Outrunner's Bow	3	inv_weapon_bow_02	81952											32081	37	19	1	2	11.67	65																									18				37	19	11.67	2.4		1825				15	2.4									0	8192
11306	Sturdy Recurve	2	inv_weapon_bow_07	66333					19467						20713	37	20	1	2	12.95	65																									27				37	20	12.95	2.2		3893				15	2.2									0	8192
15286	Long Redwood Bow	2	inv_weapon_bow_10	449540										7500	28575	52	28	1	2	14.29	65																									30				52	28	14.29	2.8		5568				15	2.8									0	8192
4110	Master Hunter's Bow	2	inv_weapon_bow_11	0											20555	65	35	1	2	20.83	65																													65	35	20.83	2.4		11999				15	2.4									0	8192
22811	Soulstring	4	inv_weapon_bow_13	56668						16					35870	192	103	1	2	50.86	90												1													60			1	192	103	50.86	2.9		157520				15	2.9							6		0	8192
3039	Short Ash Bow	2	inv_weapon_bow_03	61681										2772	20672	23	12	1	2	9.21	55																									18				23	12	9.21	1.9		1610				15	1.9									0	8192
19560	Outrider's Bow	3	inv_weapon_bow_06	12928							3				32079	71	38	1	2	22.71	75																									38				71	38	22.71	2.4		11924				15	2.4							6		0	8192
2507	Laminated Recurve Bow	1	inv_weapon_bow_01	463003					1751						20714	20	10	1	2	5.77	40																									11				20	10	5.77	2.6		350				15	2.6									0	8192
19564	Outrunner's Bow	3	inv_weapon_bow_02	245494							3				32081	71	38	1	2	22.71	75																									38				71	38	22.71	2.4		11924				15	2.4							6		0	8192
4087	Trueshot Bow	2	inv_weapon_bow_10	86690										19900	4426	45	24	1	2	18.16	65																									36				45	24	18.16	1.9		8722				15	1.9									0	8192
15285	Archer's Longbow	2	inv_weapon_bow_03	58901										4300	28308	44	23	1	2	12.88	65																									27				44	23	12.88	2.6		4061				15	2.6									0	8192
10624	Stinging Bow	3	inv_weapon_bow_08	86415						14					25604	67	36	1	2	24.52	75																									42				67	36	24.52	2.1		17249				15	2.1				3					0	8192
3742	Bow of Plunder	2	inv_weapon_bow_02	141441											20667	39	20	1	2	11.35	60																													39	20	11.35	2.6		2862				15	2.6									0	8192
3026	Reinforced Bow	1	inv_weapon_bow_02	462936					3812						20675	22	11	1	2	7.5	50																									16				22	11	7.5	2.2		762				15	2.2									0	8192
5817	Lunaris Bow	2	inv_weapon_bow_01	76893											9060	43	23	1	2	12.22	65																													43	23	12.22	2.7		3226				15	2.7									0	8192
19561	Outrider's Bow	3	inv_weapon_bow_06	10912											32079	52	28	1	2	16.67	75																									28				52	28	16.67	2.4		5132				15	2.4									0	8192
11304	Fine Longbow	2	inv_weapon_bow_02	60874					4861					6000	20550	26	14	1	2	7.41	45																									14				26	14	7.41	2.7		972				15	2.7									0	8192
13023	Eaglehorn Long Bow	3	inv_weapon_bow_11	266309							10				25606	76	40	1	2	32.22	75																									58				76	40	32.22	1.8		42703				15	1.8							4		0	8192
19350	Heartstriker	4	inv_weapon_bow_09	9623						24					32080	149	80	1	2	44.04	90																									60				149	80	44.04	2.6		104609				15	2.6							9		0	8192
22318	Malgen's Long Bow	3	inv_weapon_bow_12	380984						20					34800	118	63	1	2	31.21	75																									56				118	63	31.21	2.9		37362				15	2.9							4		0	8192
3036	Heavy Shortbow	2	inv_weapon_bow_12	58899										1000	5392	20	10	1	2	6	40																									10				20	10	6	2.5		515				15	2.5									0	8192
8180	Hunting Bow	2	inv_weapon_bow_03	12538										478	18350	16	8	1	2	4.62	35																									6				16	8	4.62	2.6		240				15	2.6									0	8192
11305	Dense Shortbow	2	inv_weapon_bow_07	67778					25814						21111	35	19	1	2	14.21	65																									30				35	19	14.21	1.9		5162				15	1.9									0	8192
4576	Light Bow	2	inv_weapon_bow_07	676513										2100	20674	18	9	1	2	7.94	50																									16				18	9	7.94	1.7		1184				15	1.7									0	8192
2506	Hornwood Recurve Bow	1	inv_weapon_bow_11	82860					285						20722	7	3	1	2	2.38	30																									3				7	3	2.38	2.1		57				15	2.1									0	8192
15284	Long Battle Bow	2	inv_weapon_bow_01	645539										5900	28572	34	18	1	2	11.82	65																									24				34	18	11.82	2.2		3039				15	2.2									0	8192
15287	Crusader Bow	2	inv_weapon_bow_02	62599										20469	28344	60	32	1	2	20.91	65																									40				60	32	20.91	2.2		12516				15	2.2									0	8192
18835	High Warlord's Recurve	4	inv_weapon_bow_08	457324											31748	100	66	1	2	46.11	90																									60	36			100	66	46.11	1.8		34997				15	1.8							7		0	8192
4474	Ravenwood Bow	2	inv_weapon_bow_10	86849											12883	32	17	1	2	12.89	65																									27				32	17	12.89	1.9		4207				15	1.9									0	8192
21616	Huhuran's Stinger	4	inv_weapon_bow_14	83977							18				34223	163	87	1	2	46.3	90																									60				163	87	46.3	2.7		114921				15	2.7									0	8192
3027	Heavy Recurve Bow	1	inv_weapon_bow_01	462938					6349						20670	29	15	1	2	9.17	55																									20				29	15	9.17	2.4		1269				15	2.4									0	8192
18833	Grand Marshal's Bullseye	4	inv_weapon_bow_12	129234											31759	100	66	1	2	46.11	90																									60	36			100	66	46.11	1.8		34731				15	1.8							7		0	8192
20038	Mandokir's Sting	4	inv_waepon_bow_zulgrub_d_01	53710							11				32570	127	68	1	2	37.5	90																									60				127	68	37.5	2.6		64972				15	2.6							8		0	8192
9400	Baelog's Shortbow	1	inv_weapon_bow_11	83666											20553	50	26	1	2	16.52	65																									36				50	26	16.52	2.3		1624				15	2.3									0	8192
3037	Whipwood Recurve Bow	2	inv_weapon_bow_12	51999										4600	20653	32	17	1	2	13.61	65																									29				32	17	13.61	1.8		4814				15	1.8									0	8192
5596	Ashwood Bow	1	inv_weapon_bow_01	314581											20720	11	5	1	2	3.81	35																													11	5	3.81	2.1		141				15	2.1									0	8192
5346	Orcish Battle Bow	2	inv_weapon_bow_08	53751											20719	14	7	1	2	5.53	40																													14	7	5.53	1.9		425				15	1.9									0	8192
